step,y,x_index,x_value,w_ff,c_index,c_value,w_fb,pv_index,pv_value,w_lat,W_pv,image_type,condition,experiment_phase,seed
1133,3.759458065032959,1,0.0,1.29809405e-05,1,0.97130764,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1134,3.7427074909210205,0,0.0,3.3769036e-05,0,3.006057,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1134,3.7427074909210205,1,0.0,1.29809405e-05,0,3.006057,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1134,3.7427074909210205,0,0.0,3.3769036e-05,1,0.7858065,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1134,3.7427074909210205,1,0.0,1.29809405e-05,1,0.7858065,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1135,3.7209396362304688,0,0.0,3.3769036e-05,0,3.012506,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1135,3.7209396362304688,1,0.0,1.29809405e-05,0,3.012506,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1135,3.7209396362304688,0,0.0,3.3769036e-05,1,0.71243644,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1135,3.7209396362304688,1,0.0,1.29809405e-05,1,0.71243644,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1136,3.7228753566741943,0,0.0,3.3769036e-05,0,3.0160236,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1136,3.7228753566741943,1,0.0,1.29809405e-05,0,3.0160236,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1136,3.7228753566741943,0,0.0,3.3769036e-05,1,0.92418295,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1136,3.7228753566741943,1,0.0,1.29809405e-05,1,0.92418295,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1137,3.7071797847747803,0,0.0,3.3769036e-05,0,2.9971776,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1137,3.7071797847747803,1,0.0,1.29809405e-05,0,2.9971776,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1137,3.7071797847747803,0,0.0,3.3769036e-05,1,0.76865405,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1137,3.7071797847747803,1,0.0,1.29809405e-05,1,0.76865405,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1138,3.6529366970062256,0,0.0,3.3769036e-05,0,3.0026982,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1138,3.6529366970062256,1,0.0,1.29809405e-05,0,3.0026982,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1138,3.6529366970062256,0,0.0,3.3769036e-05,1,0.3619712,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1138,3.6529366970062256,1,0.0,1.29809405e-05,1,0.3619712,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1139,3.6362273693084717,0,0.0,3.3769036e-05,0,2.9979887,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1139,3.6362273693084717,1,0.0,1.29809405e-05,0,2.9979887,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1139,3.6362273693084717,0,0.0,3.3769036e-05,1,0.6877694,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1139,3.6362273693084717,1,0.0,1.29809405e-05,1,0.6877694,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1140,3.730492115020752,0,0.0,3.3769036e-05,0,3.0115414,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1140,3.730492115020752,1,0.0,1.29809405e-05,0,3.0115414,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1140,3.730492115020752,0,0.0,3.3769036e-05,1,1.7672238,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1140,3.730492115020752,1,0.0,1.29809405e-05,1,1.7672238,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1141,3.779097557067871,0,0.0,3.3769036e-05,0,3.008574,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1141,3.779097557067871,1,0.0,1.29809405e-05,0,3.008574,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1141,3.779097557067871,0,0.0,3.3769036e-05,1,1.407869,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1141,3.779097557067871,1,0.0,1.29809405e-05,1,1.407869,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1142,3.76033091545105,0,0.0,3.3769036e-05,0,3.0065017,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1142,3.76033091545105,1,0.0,1.29809405e-05,0,3.0065017,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1142,3.76033091545105,0,0.0,3.3769036e-05,1,0.78484285,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1142,3.76033091545105,1,0.0,1.29809405e-05,1,0.78484285,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1143,3.72228741645813,0,0.0,3.3769036e-05,0,3.0158305,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1143,3.72228741645813,1,0.0,1.29809405e-05,0,3.0158305,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1143,3.72228741645813,0,0.0,3.3769036e-05,1,0.56398094,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1143,3.72228741645813,1,0.0,1.29809405e-05,1,0.56398094,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1144,3.787724256515503,0,0.0,3.3769036e-05,0,3.026042,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1144,3.787724256515503,1,0.0,1.29809405e-05,0,3.026042,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1144,3.787724256515503,0,0.0,3.3769036e-05,1,1.5505085,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1144,3.787724256515503,1,0.0,1.29809405e-05,1,1.5505085,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1145,3.791963577270508,0,0.0,3.3769036e-05,0,3.0132003,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1145,3.791963577270508,1,0.0,1.29809405e-05,0,3.0132003,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1145,3.791963577270508,0,0.0,3.3769036e-05,1,1.0168239,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1145,3.791963577270508,1,0.0,1.29809405e-05,1,1.0168239,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1146,3.814497709274292,0,0.0,3.3769036e-05,0,3.0056727,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1146,3.814497709274292,1,0.0,1.29809405e-05,0,3.0056727,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1146,3.814497709274292,0,0.0,3.3769036e-05,1,1.2115343,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1146,3.814497709274292,1,0.0,1.29809405e-05,1,1.2115343,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1147,3.7851665019989014,0,0.0,3.3769036e-05,0,2.9741445,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1147,3.7851665019989014,1,0.0,1.29809405e-05,0,2.9741445,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1147,3.7851665019989014,0,0.0,3.3769036e-05,1,0.74695563,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1147,3.7851665019989014,1,0.0,1.29809405e-05,1,0.74695563,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1148,3.7758498191833496,0,0.0,3.3769036e-05,0,2.992707,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1148,3.7758498191833496,1,0.0,1.29809405e-05,0,2.992707,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1148,3.7758498191833496,0,0.0,3.3769036e-05,1,0.8992013,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1148,3.7758498191833496,1,0.0,1.29809405e-05,1,0.8992013,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1149,3.7931313514709473,0,0.0,3.3769036e-05,0,3.0005507,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1149,3.7931313514709473,1,0.0,1.29809405e-05,0,3.0005507,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1149,3.7931313514709473,0,0.0,3.3769036e-05,1,1.1480207,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1149,3.7931313514709473,1,0.0,1.29809405e-05,1,1.1480207,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1150,3.800629138946533,0,0.0,3.3769036e-05,0,3.0132806,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1150,3.800629138946533,1,0.0,1.29809405e-05,0,3.0132806,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1150,3.800629138946533,0,0.0,3.3769036e-05,1,1.0547332,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1150,3.800629138946533,1,0.0,1.29809405e-05,1,1.0547332,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1151,3.8000173568725586,0,0.0,3.3769036e-05,0,3.0117958,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1151,3.8000173568725586,1,0.0,1.29809405e-05,0,3.0117958,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1151,3.8000173568725586,0,0.0,3.3769036e-05,1,0.98262393,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1151,3.8000173568725586,1,0.0,1.29809405e-05,1,0.98262393,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1152,3.8094937801361084,0,0.0,3.3769036e-05,0,3.0020456,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1152,3.8094937801361084,1,0.0,1.29809405e-05,0,3.0020456,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1152,3.8094937801361084,0,0.0,3.3769036e-05,1,1.0926405,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1152,3.8094937801361084,1,0.0,1.29809405e-05,1,1.0926405,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1153,3.8162999153137207,0,0.0,3.3769036e-05,0,3.0249252,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1153,3.8162999153137207,1,0.0,1.29809405e-05,0,3.0249252,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1153,3.8162999153137207,0,0.0,3.3769036e-05,1,1.0525364,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1153,3.8162999153137207,1,0.0,1.29809405e-05,1,1.0525364,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1154,3.864518880844116,0,0.0,3.3769036e-05,0,3.0091262,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1154,3.864518880844116,1,0.0,1.29809405e-05,0,3.0091262,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1154,3.864518880844116,0,0.0,3.3769036e-05,1,1.4892604,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1154,3.864518880844116,1,0.0,1.29809405e-05,1,1.4892604,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1155,3.8904824256896973,0,0.0,3.3769036e-05,0,2.9987292,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1155,3.8904824256896973,1,0.0,1.29809405e-05,0,2.9987292,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1155,3.8904824256896973,0,0.0,3.3769036e-05,1,1.3253238,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1155,3.8904824256896973,1,0.0,1.29809405e-05,1,1.3253238,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1156,3.841684341430664,0,0.0,3.3769036e-05,0,3.0029306,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1156,3.841684341430664,1,0.0,1.29809405e-05,0,3.0029306,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1156,3.841684341430664,0,0.0,3.3769036e-05,1,0.59948707,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1156,3.841684341430664,1,0.0,1.29809405e-05,1,0.59948707,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1157,3.8892993927001953,0,0.0,3.3769036e-05,0,3.0059178,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1157,3.8892993927001953,1,0.0,1.29809405e-05,0,3.0059178,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1157,3.8892993927001953,0,0.0,3.3769036e-05,1,1.5118138,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1157,3.8892993927001953,1,0.0,1.29809405e-05,1,1.5118138,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1158,3.8904449939727783,0,0.0,3.3769036e-05,0,2.9880908,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1158,3.8904449939727783,1,0.0,1.29809405e-05,0,2.9880908,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1158,3.8904449939727783,0,0.0,3.3769036e-05,1,1.1125696,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1158,3.8904449939727783,1,0.0,1.29809405e-05,1,1.1125696,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1159,3.844296455383301,0,0.0,3.3769036e-05,0,3.0013187,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1159,3.844296455383301,1,0.0,1.29809405e-05,0,3.0013187,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1159,3.844296455383301,0,0.0,3.3769036e-05,1,0.62755495,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1159,3.844296455383301,1,0.0,1.29809405e-05,1,0.62755495,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1160,3.85099458694458,0,0.0,3.3769036e-05,0,2.991506,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1160,3.85099458694458,1,0.0,1.29809405e-05,0,2.991506,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1160,3.85099458694458,0,0.0,3.3769036e-05,1,1.1196766,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1160,3.85099458694458,1,0.0,1.29809405e-05,1,1.1196766,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1161,3.8404016494750977,0,0.0,3.3769036e-05,0,3.0205424,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1161,3.8404016494750977,1,0.0,1.29809405e-05,0,3.0205424,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1161,3.8404016494750977,0,0.0,3.3769036e-05,1,0.92443264,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1161,3.8404016494750977,1,0.0,1.29809405e-05,1,0.92443264,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1162,3.8900747299194336,0,0.0,3.3769036e-05,0,3.0285046,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1162,3.8900747299194336,1,0.0,1.29809405e-05,0,3.0285046,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1162,3.8900747299194336,0,0.0,3.3769036e-05,1,1.5085242,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1162,3.8900747299194336,1,0.0,1.29809405e-05,1,1.5085242,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1163,3.875857353210449,0,0.0,3.3769036e-05,0,3.0004213,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1163,3.875857353210449,1,0.0,1.29809405e-05,0,3.0004213,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1163,3.875857353210449,0,0.0,3.3769036e-05,1,0.9473891,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1163,3.875857353210449,1,0.0,1.29809405e-05,1,0.9473891,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1164,3.8310647010803223,0,0.0,3.3769036e-05,0,3.006128,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1164,3.8310647010803223,1,0.0,1.29809405e-05,0,3.006128,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1164,3.8310647010803223,0,0.0,3.3769036e-05,1,0.6217196,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1164,3.8310647010803223,1,0.0,1.29809405e-05,1,0.6217196,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1165,3.8285021781921387,0,0.0,3.3769036e-05,0,3.0137477,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1165,3.8285021781921387,1,0.0,1.29809405e-05,0,3.0137477,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1165,3.8285021781921387,0,0.0,3.3769036e-05,1,0.9915982,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1165,3.8285021781921387,1,0.0,1.29809405e-05,1,0.9915982,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1166,3.830322504043579,0,0.0,3.3769036e-05,0,2.9967234,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1166,3.830322504043579,1,0.0,1.29809405e-05,0,2.9967234,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1166,3.830322504043579,0,0.0,3.3769036e-05,1,1.0498898,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1166,3.830322504043579,1,0.0,1.29809405e-05,1,1.0498898,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1167,3.8816540241241455,0,0.0,3.3769036e-05,0,3.0321624,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1167,3.8816540241241455,1,0.0,1.29809405e-05,0,3.0321624,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1167,3.8816540241241455,0,0.0,3.3769036e-05,1,1.5113702,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1167,3.8816540241241455,1,0.0,1.29809405e-05,1,1.5113702,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1168,3.892159938812256,0,0.0,3.3769036e-05,0,3.0231907,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1168,3.892159938812256,1,0.0,1.29809405e-05,0,3.0231907,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1168,3.892159938812256,0,0.0,3.3769036e-05,1,1.1634265,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1168,3.892159938812256,1,0.0,1.29809405e-05,1,1.1634265,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1169,3.899643898010254,0,0.0,3.3769036e-05,0,3.0149019,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1169,3.899643898010254,1,0.0,1.29809405e-05,0,3.0149019,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1169,3.899643898010254,0,0.0,3.3769036e-05,1,1.1520014,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1169,3.899643898010254,1,0.0,1.29809405e-05,1,1.1520014,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1170,3.854055881500244,0,0.0,3.3769036e-05,0,2.9979048,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1170,3.854055881500244,1,0.0,1.29809405e-05,0,2.9979048,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1170,3.854055881500244,0,0.0,3.3769036e-05,1,0.64577484,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1170,3.854055881500244,1,0.0,1.29809405e-05,1,0.64577484,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1171,3.860189914703369,0,0.0,3.3769036e-05,0,2.980756,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1171,3.860189914703369,1,0.0,1.29809405e-05,0,2.980756,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1171,3.860189914703369,0,0.0,3.3769036e-05,1,1.1345458,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1171,3.860189914703369,1,0.0,1.29809405e-05,1,1.1345458,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1172,3.8417913913726807,0,0.0,3.3769036e-05,0,3.0073543,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1172,3.8417913913726807,1,0.0,1.29809405e-05,0,3.0073543,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1172,3.8417913913726807,0,0.0,3.3769036e-05,1,0.8687602,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1172,3.8417913913726807,1,0.0,1.29809405e-05,1,0.8687602,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1173,3.8182284832000732,0,0.0,3.3769036e-05,0,2.9816983,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1173,3.8182284832000732,1,0.0,1.29809405e-05,0,2.9816983,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1173,3.8182284832000732,0,0.0,3.3769036e-05,1,0.82437545,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1173,3.8182284832000732,1,0.0,1.29809405e-05,1,0.82437545,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1174,3.8151865005493164,0,0.0,3.3769036e-05,0,3.0099957,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1174,3.8151865005493164,1,0.0,1.29809405e-05,0,3.0099957,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1174,3.8151865005493164,0,0.0,3.3769036e-05,1,0.97772026,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1174,3.8151865005493164,1,0.0,1.29809405e-05,1,0.97772026,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1175,3.818352222442627,0,0.0,3.3769036e-05,0,2.996856,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1175,3.818352222442627,1,0.0,1.29809405e-05,0,2.996856,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1175,3.818352222442627,0,0.0,3.3769036e-05,1,1.0498965,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1175,3.818352222442627,1,0.0,1.29809405e-05,1,1.0498965,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1176,3.824488878250122,0,0.0,3.3769036e-05,0,2.9725256,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1176,3.824488878250122,1,0.0,1.29809405e-05,0,2.9725256,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1176,3.824488878250122,0,0.0,3.3769036e-05,1,1.1070983,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1176,3.824488878250122,1,0.0,1.29809405e-05,1,1.1070983,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1177,3.8890693187713623,0,0.0,3.3769036e-05,0,3.0137143,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1177,3.8890693187713623,1,0.0,1.29809405e-05,0,3.0137143,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1177,3.8890693187713623,0,0.0,3.3769036e-05,1,1.6564708,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1177,3.8890693187713623,1,0.0,1.29809405e-05,1,1.6564708,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1178,3.8040385246276855,0,0.0,3.3769036e-05,0,2.9852228,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1178,3.8040385246276855,1,0.0,1.29809405e-05,0,2.9852228,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1178,3.8040385246276855,0,0.0,3.3769036e-05,1,0.2534622,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1178,3.8040385246276855,1,0.0,1.29809405e-05,1,0.2534622,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
1179,3.8284549713134766,0,0.0,3.3769036e-05,0,2.9950302,1.0000235,0,0.0,0.08877144,0.12208201736211777,occlusion,familiar,naive,42
1179,3.8284549713134766,1,0.0,1.29809405e-05,0,2.9950302,1.0000235,0,0.0,0.08877144,0.09362003207206726,occlusion,familiar,naive,42
1179,3.8284549713134766,0,0.0,3.3769036e-05,1,1.2530739,1.000023,1,0.0,0.098136716,0.10461657494306564,occlusion,familiar,naive,42
1179,3.8284549713134766,1,0.0,1.29809405e-05,1,1.2530739,1.000023,1,0.0,0.098136716,0.10267350822687149,occlusion,familiar,naive,42
