step,y,x_index,x_value,w_ff,c_index,c_value,w_fb,pv_index,pv_value,w_lat,W_pv,image_type,condition,experiment_phase,seed
18,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
18,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
18,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
19,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
19,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
19,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
19,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
20,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
20,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
20,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
20,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
21,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
21,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
21,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
21,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
22,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
22,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
22,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
22,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
23,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
23,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
23,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
23,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
24,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
24,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
24,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
24,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
25,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
25,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
25,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
25,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
26,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
26,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
26,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
26,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
27,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
27,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
27,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
27,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
28,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
28,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
28,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
28,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
29,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
29,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
29,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
29,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
30,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
30,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
30,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
30,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
31,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
31,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
31,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
31,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
32,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
32,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
32,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
32,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
33,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
33,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
33,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
33,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
34,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
34,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
34,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
34,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
35,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
35,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
35,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
35,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
36,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
36,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
36,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
36,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
37,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
37,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
37,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
37,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
38,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
38,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
38,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
38,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
39,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
39,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
39,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
39,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
40,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
40,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
40,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
40,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
41,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
41,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
41,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
41,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
42,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
42,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
42,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
42,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
43,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
43,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
43,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
43,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
44,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
44,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
44,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
44,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
45,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
45,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
45,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
45,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
46,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
46,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
46,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
46,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
47,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
47,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
47,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
47,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
48,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
48,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
48,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
48,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
49,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
49,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
49,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
49,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
50,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
50,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
50,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
50,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
51,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
51,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
51,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
51,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
52,0.0,0,0.0,3.3769036e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.12208201736211777,full,familiar,naive,42
52,0.0,1,0.0,1.29809405e-05,0,0.0,1.0000235,0,0.0,0.08877144,0.09362003207206726,full,familiar,naive,42
52,0.0,0,0.0,3.3769036e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10461657494306564,full,familiar,naive,42
52,0.0,1,0.0,1.29809405e-05,1,0.0,1.000023,1,0.0,0.098136716,0.10267350822687149,full,familiar,naive,42
